id	Arabic_txt	Ar:man_sentiment	Ar:man_confidence
1020	RT USERNAME: #شام #سوريا| ريف #دمشق: سقوط قذائف في محيط مخيم خان دنون. 	Negative	0.7697
1021	#مباشر_mnn_الاخبارية│كاريكاتير│ بعنوان الرئيس ... كاريكاتير يظهر مصير سوريا برئاسه وحكم بالتوابيت والمقابر ...... URL 	Negative	1
1022	RT USERNAME: 🌴📖☝️  #اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والبخل والجبن وضلع الدين وغلبة الرجال.  #غرد_بذكر_الله #سوريا #م… 	Positive	0.7943
1023	#عزيزة: الثوار يسيطرون على حاجزي \"#الدشم و #الحمام\" بعد اشتباكات مع قوات النظام  #سورية #سوريا #حلب_اليوم #حلب URL 	Negative	0.7018
1024	RT USERNAME: في صفوف بشار ١٧ تنظيم دولي يقاتل ضد  ثورة سوريا لكن بإذن الله سيتجرعون  الحسرة والندامة والله غالب  على أمره و لكن أكثر  ال… 	Negative	0.5991
1025	RT USERNAME: \" وإن جُندنا لهم الغالبون \" #سوريا . 	Positive	1
1026	#سورية   هل قلت اليوم :   سبحان اللّه و بحمده   سبحان الله و بحمده سبحان الله العظيم 	Positive	0.5064
1027	RT USERNAME: الفيديو الكامل بتحرير حي الراموسة ب #حلب   URL #الغرفة_المشتركة_لأهل_الشام 	Positive	0.582
1028	RT USERNAME: مكالمة سريعة  :( #سوريا #فلسطين  :(  URL" 	Neutral	0.8022
1029	أضواء لماذا تستهدف حمص الآن..؟!!: تشهد سورية هذه الأيام واحدة من أكثر جرائم العصر ... URL #عاجل #السعودية 	Negative	1
1030	أموي #سوريا •  الشيخ محمد حسين يعقوب -   إخوتاه ..   كذلك المسلم الذي يريد أن ينصر دينه ، صاحب هدف غالٍ ، إنَّ... URL 	Positive	0.6897
1031	RT USERNAME: #شفر_مغيب   مخليه كرنك   كويت - السعوديه - الاردن - سوريا - وبالعكس   😂😂😂😂😂 	Neutral	0.5968
1032	#سبأ #اليمن مقتل 14 شخصاً بينهم اطفال واصابة اخرين في تفجير بحمص وسط سوريا URL وكالة الأنباءاليمنية 	Negative	0.9123
1033	\"USERNAME: أيها المؤيد ل #ثورة_يناير ،اذكر شيء واحد فقط تحسن في أحوال الناس بعد ثلاث سنوات من #الثورة\" #مصر #ليبيا #اليمن #سوريا #الجحيم_العربي 	Negative	0.9111
1034	USERNAME أللهم حرر سوريا من بشار الطاغيه يارب العالمين 	Positive	0.8067
1035	RT USERNAME: #صورة مؤثرة: مُسن يطعم القطط في سوريا ! \"حتى القطط لاتصدق أن تجد ما تأكله! مات الآلاف منهم لكن لم تمت إنسانيتهم URL 	Negative	0.9119
1036	أموي #سوريا •     #حماة #كفرزيتا   كتيبة الهندسة محمد صوت الحق تقوم بتفكيك آلية الـْـْتفجر لبرميل يحوي غاز الكلور... URL 	Positive	0.4085
1037	RT USERNAME: أموي #سوريا •     تجمع نصرة المظلوم . إستهداف بـْـْرج 45 بمدفع رشاش 23   URL 	Negative	0.802
1038	USERNAME ودوه سوريا ، هذا هو طب بشار الأسد ، لزوم نبلغ قرة عيني بالسالفه 	Negative	0.9136
1039	USERNAME USERNAME USERNAME كلام إعلامك لتشوية الثورة الجيش الحر من سوريا مايحبو الذل بدهم حرية الي ماتعرفها اشكالك 	Negative	0.6994
1040	#Syria احرار بستان القصر و الكلاسة فزعةً لحمص حلب | جمعة #أنقذوا_حمص_قبل_أن_تستباح #save_Homs... URL via FaceBook 	Negative	0.81
1041	RT USERNAME: أنا أتوقع والعلم عند الله أن يفوز بشار في #سوريا وهذا هو بوتفليقة فاز في #الجزائر، وما حدا أحسن من حدا.. ما أدري عن توقعا… 	Negative	0.5078
1042	RT USERNAME: سؤال للسوريين المعارضين هل كان الوضع في سوريا وطلب الإصلاحات تتطلب كل هذه الدماء والقتال؟  بليز الخليجيين والشيشان والافار… 	Negative	0.8918
1043	أول حملة لدفع مصاريف أهالي المجاهدين عن طريق الشي…: URL #سوريا #القلمون USERNAME  #جهادنا_جهاد_مال  الله ﻻيحرمكم اﻷجر 	Positive	0.7224
1044	#Syria #شام #سوريا | ريف #حماة : الطيران المروحي يلقي عدة براميل متفجرة على مدينة كفرزي...: #... URL #FF #news 	Negative	1
1045	RT USERNAME: الحصيلة الجديدة للتفجير الذي تم امام مسجد بمدينة حمص السورية أكثر من 20 قتيلا و نحو 60 جريحا. #حمص #سوريا 	Negative	0.9195
1046	#سوريا | #حمص | 18 4 2014  إستشهاد كلاً من :  1- المهندس إيهاب نصر الأخرس . 2- الحاج فاروق إبراهيم . 3- أحمد ناجب... URL 	Negative	0.8001
1047	RT USERNAME: | #سوريا - ريف إدلب/قميناس | إرسال مؤيد عبيد \"أبو حنبل\" القائد الميداني في \"أحرار الشام\" مع /٩/ من عناصره لملاقاة \"الحو… 	Neutral	1
1048	RT USERNAME: URL  #السعودية #سوريا  بندر بن سلطان 	Neutral	0.9088
1049	RT USERNAME: عجوز بريطانية عمرها 92 سنة قامت بحياكة 400 كنزة صوف، ولما قاموا بسؤالها لمن صنعتهم أجابت: لأطفال #سوريا URL 	Positive	0.8197
1050	RT USERNAME: #شام #سوريا | ريف #حمص : قصف بالهاون من قبل قوات النظام يتجدد على مدينة تلبيسة. 	Negative	1
1051	أموي #سوريا •  اللهم وفقنا وقونا وثبتنا يالله الرابـْـْط ::... URL 	Positive	1
1052	RT USERNAME: #شام #سوريا| سماع دوي انفجار هز مدينة السويداء جراء سقوط صاروخ غراد بالمنطقة 	Negative	1
1053	RT USERNAME: اللهم احفظ أهل سوريا بحفظك وأيدهم بنصرك وأمددهم بجند من عندك ، اللهم لا ناصر لهم إلا أنت سبحانك ، اللهم احفظهم بعينك التي لا ت… 	Positive	0.8171
1054	#الريتويت_السابق .. لا لا صراحة مشكلة كبيرة ليش تسكتون مجانين انتم ! هذي مشكلة كبيرة  أكبر من قضية فلسطين و من الظلم في سوريا >١ 	Negative	0.8077
1055	USERNAME USERNAMEجيش مصرالخاين وجيش سوريا الكافرالخاين المجرم وكل الجيوش العربيه وظيفتهاحماية الصهاينه وحماية الحكام وقتل الشعوب 	Negative	0.9136
1056	أموي #سوريا •  ادلب :17 فطيسة في تل قميناس بالاضافة الى الرائد مالك قائد العملية حيث جثث العصابة النصيرية بين... URL 	Negative	0.9074
1057	RT USERNAME: نداء الى جميع المجاهدين  المؤمرة العالمية على حمص سوريا # URL 	Negative	0.894
1058	#سوريا سقوط نظام بشار مربوط بعد إرادة الله بثورة الداخل السوري أجهزة النظام الحكومية والدبلوماسية ،الجامعات، الوزراء والنواب،الفنانون. 	Neutral	0.4138
1059	#حماة - كفرزيتا-أحد الاطباء يتحدث عن حالات الاختناق والتي فاق عددها 50 حاله  #سوريا  URL 	Negative	1
1060	USERNAME روحاني: لا ننوي مهاجمة أحد.. وجيشنا يعمل لاستقرار المنطقة:  أعلن الرئي... URL سكاكا #صوير #سوريا 	Positive	0.6017
1061	RT USERNAME: مزَّقت رصاصة قناص قلبه.. ولا يزال متشبثاً بكسرة الخبز ؛  جوع وخوف.. اللهم انصر اهلنا في #سوريا !!   URL 	Negative	1
1062	#سوريا: قتلى وجرحى في إنفجار سيارة مفخخة أمام مسجد بلال الحبشي في حي عكرمة بمدينة حمص. 	Negative	0.8544
1063	#سوريا #درعا   درعا النعيمه الاشتباكات تتصاعد الان بين الجيش السوري الحر وقوات النظام وتزامن قصف عنيف من الدبابات ورجمات الصورايخ 	Negative	0.9102
1064	#سوريا  قصف لقوات النظام بالمدفعية الثقيلة يستهدف بلدة #عقرب #حماة 	Negative	0.9051
1065	أمي بتقولي متتجوزش سورية ما بيعمروش ....يا ماما  انت متعرفيش حاجة اصلا 	Neutral	0.4873
1066	RT USERNAME: أموي #سوريا •     -#حماة_كفرنـْـْبودة-   فيلق الشام يستهدف بمدفع إلى جهنم معاقل النظام في قاعدة تل عثمان غرب... URL 	Negative	0.8258
1067	USERNAME اللهم عجل بنصرهم ياااارب انصر اخواننا اهل السنه في سوريا وارحم شهدائهم 	Positive	0.8209
1068	RT USERNAME: نتوجس من ايران، وتركيا و العراق ونشك بنوايا قطر ولديناعداء معلن مع سوريا و اسرائيل بالتأكيد، ونشك بحكومة حماس غزه ويزع… 	Negative	0.7056
1069	RT USERNAME: تخيلوا بشار يفوز بنسبة 81%.... ياعيبشوم !! #سوريا #الجزائر 	Negative	0.5015
1070	RT USERNAME: قلت و أعيد القول : استخدام المجاهدين في #سوريا وسائل الاتصال الحديثة دون وعي بالأمن التقني وفر قاعدة بيانات ضخمة عنهم ستكون… 	Negative	0.5544
1071	RT USERNAME: الفنان وليد سركيس... من الاستوديو إلى ساحات القتال في #سوريا (فيديو)... URL 	Neutral	0.4989
1072	استهداف اوكار الأسد في مطار أبو الضهور العسكري بعدد من صواريخ غراد URL #دمشق #إدلب #حماة 	Negative	1
1073	RT USERNAME: من عجائب هذا الزمان..قناة الأقصى تعزي قناة المنارالشيعية بهلاك طاقمها في سوريا أثناء قتالهم بجانب النصيرية في معلولا. … 	Negative	0.8994
1074	RT USERNAME: ناشطون: قصف من الطيران المروحي بالبراميل المتفجرة يستهدف الجبل الشرقي بمدينة الزبداني. #العرب #سوريا #سورية 	Negative	0.9131
1075	#غرد_بصورة #سوريا  باقون هُنا ولن يفنى الأمل بأذن الله أطفال سوريا الذين حملوا الهم مبكراً يعلمون العالم معنى الصبر URL 	Positive	0.6266
1076	USERNAME من جد وهذا اصلا شي انساني ماله دخل بالدين! والكوريين نفسهم تعاطفوا مع قضية سوريا وفلسطين 	Positive	0.5517
1077	\"وورلد تريبيون\" الأمريكية : الغارة الأردنية على الحدود مع سوريا استهدفت قافلة مسلحين تدربوا على يد المخابرات الأمريكية حالوا دخول الأردن 	Negative	0.5362
1078	RT USERNAME: اللهم احفظ أهل سوريا وانصرهم وعافهم وأهلك عدوك وعدوهم  #سوريا #سوريا_اقترب_النصر #الشام #سوريا_نحن_معكم 	Positive	0.7925
1079	USERNAME  بلادي وإن جارت علي عزيزة وأهلي وإن ضنوا علي كرام ..  اللهم انصر #سوريا  ...... 	Positive	1
